speaker_tag	text	sentiment_score
4	And then I had insurance for everyone and we had insurance coverage for all our tournaments very inexpensive. So that was a really good deal for us during the 1990s. The amateur athletic Union was really wonderful and I was on the board there for a little while in the Chinese martial arts division. But okay here we go board of directors. So now next one is the enrollment Links of SCM coming down Abbott's office noise always thought that was kind of cool and that's me and that's basically all kinds of links when you're standing there. I wanted to make this a kind of a 3D walk through Temple and eventually I hope I still do and then there's Application form which I don't think is online. It was originally a CGI former when I changed hosts. I didn't rebuild it with the new CGI thing. So I don't know that that apple and same with the Tai Chi use one so they may not be real actually be application forms there and then belt approval form now. That's an important thing that I need to get going because I've got some students who need the belt test right now. And so I need to get that done and I need to get them online for the web school. So I've got some well, I'm not sure I'm up to checks off to find them around. And now usually always printed them in different colored paper the belt test forms or belt test approval forms for shallow, and she mantis were always in yellow the ones for Tai Chi youth were always in pink and the ones for Buddha Kung Fu what the heck are those anyway, here we go belt test rules that link.	
2	I'm sure we'll work and then the biography of Buddha jinshan long.	
4	I wonder what that says this whole website was probably last updated. Well any updates probably 2011 or 12 at the very latest but this was kind of constructed I think around 2007. So it's like 12 years old as website. Okay, Shaolin shamaness released form two or number one now down here. There's some interesting things.	
2	These tours are really cool. The tour number one is an overview.	
4	So as you go from link to page to page you can there's a you'll see a link at the bottom. It says continue this tour and as you bounce from page to page on the tour, it gives you a cross section of a lot of the of a hundred pages. Here you can see the whole thing in like 10 pages or these get a sample at each section and the same with the guests.	
2	But each one is a different type of a sample and there's a lot of sections here. So they're not all inclusive.	
4	There are very different the one for a student goes to different places than a guest would and the one for a disciple goes with a few different places. So yeah, and it's kind of neat and there's an advertisement for Mai Tai Chi magic one and a shirt that says Americans and okay. So, let's see, where are we now? Okay. So now I'm in the middle are The content area of this page. It says welcome to Shaolin Chi mantis. Now the praying mantis to the far left is our official trademark logo designed and drawn by myself and the calligraphy that you see there is not the best copy of that calligraphy. It's like it's anyway, it's not a good copy of it. And if it anyway it says reading down the first top character Xiao the two trees they're side-by-side Arlin.	
2	The next one is chi now, that's not the same. Someone from Tai Chi Chuan, even though it represents Tai Chi that's the chi of Qi Gong and then the next one the next two batches are Tong long, which is praying mantis those last words. Okay. Now what is our student motto? Our motto is truth wisdom and courage what the heck does that mean?	
4	Well, obviously, hopefully it's not that confusing but truth wisdom and courage looking forward to discussing those more later and our school slogan the	
2	Self-defense is self-awareness very very important.	
4	It was always on my business cards. I'll put it back on there. The ultimate self defense is self-awareness. And that's as our school slogan for challenge humanus when I first created the school. All right. Now, there's a special announcement on this page, which probably won't be here when you come to see this page and it says special announcement Shaolin. She mantis will donate 18 scholarships of 2,700 $30 value each 18 SC. Them scholarships times twenty-seven hundred and thirty dollars equals forty nine thousand one hundred and forty dollars to be given away in 2018 shall and she manages going to give away $50,000 worth of kung fu applications must be received by August 1st, 2017. Trial semester starts, September 1st, 2017, one year beginner program of Shaolin shamaness begins, January 1st, 2018. Now what's really was kind of exciting about this?	
2	I also did the art Camacho special award ceremony down in closing our roast.	
4	I usually what it was in Chinatown and I performed for that and as a special gift to Art Camacho everybody was kind of know for the roast.	
2	I included this this deal and told any of the people there that they could actually claim this deal also and offered it to the the people and I'm not sure which came first their dealer this deal. But at either rate I off. offered this deal to them and	
4	So that was kind of interesting to realize that of course most of these people are retired and older martial artists and they were interested in starting over again, but I was a little disappointed. I still couldn't drum up a little bit more enthusiasm for the Shaolin Kung Fu even though the karate and everything is waning nobody's really still promoting Kung Fu alright continuing down this page Shaolin. She mantis is a traditional Chinese gongfu school that includes Buddhism and closed-door teachings Shaolin. She mantis teaches Chinese weaponry.	
2	and requires loyalty and dedication	
4	our student motto truth wisdom and courage requires our students to protect and serve their communities our affiliate our affiliate School taichi youth is a nonprofit organization with minimal entrance requirements and scholarships for youth at risk.	
2	We recommend and enroll most students here first Shaolin shamaness has Accepted any new students since 1996 in 2018 Shaolin. She matters will open its doors to 18 potential disciples. Although they must first pass the initiate requirements of Kung Fu moves and book work. They will not be required to be initiated unless they choose to continue in challenge amana's during 2019 full membership in challenge. He-Man has requires passing a difficult initiate belt test if a student passes the initiative, requirements and submits other traditional requirements they can be accepted into shallow and she managed through a Buddhist initiation and naming ceremony held once a year this initiation ceremony also includes the traditional Buddhist head-shaving for boys and girls Buddha Jen's Masonic Kung Fu book details a Chinese kung fu initiation ceremony Shaolin shamaness is for the dedication for the He dedicated students seeking both spirituality and gongfu Tai Chi youth requires no initiation or head-shaving Tai Chi youth is nondenominational and has programs taught in elementary schools and senior retirement homes. Visit Tai Chi youth for more information Iran, and I'm scrolling down here says new students. The following pages may be of interest to you. And so there's some things to click on here which are your initiate. It's and student categories and membership forms. And let's see if I pinch this page so I can see it on my phone here. I think that was that it. Okay. That was it. So that was the welcome page to Shaolin G mentis dot come.	
4	Du Kai Qi beginner book by Buddha John is an interesting mixture of taoism Confucianism and Buddhism that Californian. It's a good book. I've read it Tai Chi beginner by Buddha Jen.	
2	available at Shaolin Communications.com	
4	the end song by Americans then from their first album level 1 equals Peace of Mind mind is the song a long way home. It's actually psychedelic Rock This is actually I think a psychedelic rock song and as a song about me wanting to go back to my psychedelic homeland of California and thinking about the ocean and Abalone shells and driving in convertibles and wind at night being warm enough and it's a it's a song about remembering California missing, California and saying I want to go home now A Long Way Home by Americans said	
