speaker_tag	text	sentiment_score
1	Yeah CBD I've tried yeah again, I just find that it makes my dreams. So like it feels like I'm I think I can normally kind of pick what happens in my dreams when I'm dreaming and I absolutely can't you have like lucid dream.	
3	Yeah. Yes. So cool. What if you're like Thanks, but if you're like a like a superhero and this it's like trying to uncover.	
1	This is my superpower.	
3	Oh, no what and you have to you have to keep doing it in order to nurture that that superpower of just being exhausted when I wake up in the morning. Yeah, I think that's normal. I think all superheroes are probably exhausted most of the time. Yeah. You're right.	
1	I think I'm up all day Bjorn rather be able to fly. Yeah, then this this feels like maybe Not a great superpower nightmares.	
3	Yeah, what's your superpower nightmares? I have a lot of nightmares. And where are you on a scale of 1 to 10 right now?	
1	I feel like I'm melting but I'm wrapped in a wet towel if that makes sense.	
3	And for the listeners at home. She is not.	
1	No. I'm not I know that well great.	
3	Well, thanks for coming back. Thank you. Once again, both of you guys. I know you guys don't consume a lot of cannabis. It's it's always fun to have comedians on that. Don't don't consume as much. You're so lucky so lucky so lucky. You guys are here. Let's go up to this first segment real fast. Shall we before we get to the comedic challenges? This first segment is called weed news.	
1	Wait news.	
3	So we news is basically where we talk about something that is in the news. That's about wheat pretty pretty straightforward. And I think this one is really interesting because it's a scientific study about cannabis has role in Intimacy in romantic intimacy, basically and what they found is that and Ultimately, like, you know, they also compared it to alcohol and one thing that is sort of like that. They found is that alcohol can definitely have very very negative effects on intimacy, especially when one person is doing it versus both people and that both people drinking alcohol together can potentially build intimacy, but if one person is drunk in the other person is not it's very difficult, but with cannabis they found that it worked always if one person was using cannabis and one wasn't they still found that it actually was helping build intimacy with the partners when both of them were using it that definitely was helping build intimacy. Let's say how they're measuring intimacy out of curiosity most fucks in a day. I think it's just all like I think it's all the like nuanced like conversation and with like psychologists and stuff. I'm imagining because it's such a unmeasurable thing, you know? Yeah, which I think is really interesting. I mean, you know, I also just think that like it's personal for you know, everybody's different hmm, but it kind of makes sense to about the alcohol aspect of it.	
1	Well, how are they conducting this study? All right, people just filling out a little survey or something like that to be know.	
3	They I think they like studied specific couples over the course. I should probably tell people where they can read this what if it's just like the researchers just talking to their Partners like we have to get high a bunch and like have sex a lot for a month. Oh, that's funny. There's like it's a great reason to do it. There's no other there's no one else in the study. It's actually an a bunch of different places marijuana moment the French toast, so these are the organizations that conduct the scientific journals that scientific journals in Kentucky. Yeah. It was one guy and his girlfriend Psychology today Sakai Psychology today Leafly map sponsored article you'd be worried for psychology today that it's amongst these other. Shins, I know it's like Psychology today has an earned it yet.	
1	Hmm. No, they haven't earned it.	
3	They can't they can't stand with the esteemed marijuana moment. Yeah or fresh toast. What are you kidding those? These are the journalism organizations that are keeping our country accountable. Yeah. Absolutely the Canada dude Canada lift. I mean, this is why marijuana will have a problem like being taken seriously. I've always thought that would like after it's been legalized and become a medical thing and all that. It's still funny how all the strains have the same name. So it's like a doctor is being like yeah, I got to prescribe you a gram of cat piss. They gotta change the names to no legitimacy and the name like a lot of actual drugs names are like like a beautiful complex Latin words, you know and like with marijuana. It's like there's literally a strain there's like Alaskan Thunder Fuck Like a strain of weed it's silly silly silly. I mean, I'd argue some of those medications would sell better if they were named as a very true your child has a cold. Don't worry. Don't worry. Yeah. Also just wide it why does medicine need to sell better? Hey, we gotta get this medicine off the off the shelves now, we're in some cereal instead of treating baby, right? That's right. There it is.	
1	Taking them down from the inside.	
3	That's right. Yeah, those weed news. So, you know audience if you're if you and your significant other like to use cannabis to get intimate, maybe you want to read that article. Yeah. Yeah. Yeah, just search for it. Let's jump to our first segment here. Shall we? This first segment is called the high pathetical situation. So the hypothetical situation is basically you guys are high and I'm going to give you a hypothetical situation and you're going to act that hypothetical situation out and anybody else can sort of jump in and improvise and play along totally open. Open Fields open field rules Guys open field freestyle. Um Open Season Open Season. Mmm Open Season and profs a lot of ways to skin the animated film. Yeah. It's the most unhelpful and like demeaning thing to say it is like oh, yes, there's a lot of ways to say what you're saying and so every hypothetical situation as a theme and we have a special theme for you guys because Cuz you know you guys do produce this show together. And are you the two and it's based off of an actual show and that show was on a network called MTV? Yes. That's just the MTV. Yeah bumper and so it's gonna be our theme is MTV did so did you guys watch a lot of MTV growing up?	
1	I was not allowed to know it was I saying so close as my dad ever came to grounding me, but then he'd get lonely and want to hang out. So I'd be underground.	
3	So I was it I grew up in a different country, but here was MTV when you guys were growing up. Music videos still or was it all the other stuff again? I was not allow you didn't even know so he didn't know why he was saying no, I like was he saying? No because if you know what I mean videos or because of like Beavis and but they were very they were mostly concerned about the TV shows. I think yeah, it was like the reality show. I mean, they also like pretty anti like all the music I like to you know, but I feel like it was definitely like the real world and all this real world. I mean, I still would sneak downstairs and like watch it as might like it was my drug and My mom also like lost her mind once when we were at a dinner party at her friend's house and then like all the boys all this teenaged little like 13 year old boys it like crowd around this tiny TV in the basement so much parental control. That's very funny like and like they literally thought we were playing like they had this this this family like a huge Lego thing and they thought we were playing with that. But like we were literally criminal we watched Samurai Jack and then we've switched to them and lets you know, what was I know what I got a few people who are on that show parental Roll that we know that are you - I know want to know who they are. Yeah.	
1	Yes is may be crazy to ask. What is Parental Control?	
3	Can I say what it is? Yeah, of course. Yes. I don't want to derail whatever no no, okay. So parental control. The premise of parental control is they take two parents and they don't like their child's significant other so they want to they want to take control and aren't they I dition a bunch of people too. Be their child significant other will take them on dates and stuff. We talked about today and then and then so they each they do these auditions that each pick one and then their kid goes on the day goes on the dates that their parents prepared and then the parents and like the bad significant other all watch it from their couch and their living room and like comment on it that's brilliant. There's an episode you can find online. So we'll call Todd was one of the bad days. There's going to Gili. There's a couple other I guess of the show you can look really I did not know every apparently everyone who was like grew up in Los Angeles and was like 16 and had any aspirations been comedy and stuff. There's no that's who they betting on that show clucking hello and then present them as a real thing. But I'm of course you don't have any more able to vaguely umbrellas. All right. Sure. I loved it. It was a great great show. So so Vic, you don't have a lot of experience or not growing up.	
1	Definitely do at this time. It is my life. I love are you the one Aha and the challenge has been good watching through the watching The Challenge watching the old ones.	
3	Yeah the way howl like the duel.	
1	I don't think so. Not that old.	
3	Great. I don't even know I don't even know what the challenge is real world/road rules challenge. Oh, yeah. Yeah, it's called The Challenge now. It's just called The Challenge though. I see cool. Well, let's jump into this. Shall we Vic? Let's have you go first, you know, I've done this before and so Vic you are you're the new host of TRL. Do you are you familiar with in Daily baby? Yeah, there it is. So you're the new host of TRL doesn't prove that, you know anything about it and welcomes.	
1	Wait.	
3	Okay, just wait and instead of taking requests. You're only playing Disney songs. Okay, great. So that makes sense. Okay. Great. Can we get DJ Blue Dream? Maybe some lead in like show music for now or TRL with Vic Michaela's Dani and her friends.	
1	This is fun. Everybody hello and welcome to tea. Okay, so we are going to start off the show how we always start off the show with a little request for a little song who's got one. I've got one. Okay, go ahead.	
3	Um Pony by Ginuwine.	
1	Oh, how fun. Alright. Let's see Pegasus from Hercules.	
3	Sorry.	
1	I'm playing The Aladdin song for some reason Excellence fine actually take you wonder by Wonder over sideways and under Observer.	
3	That's not what I	
1	I'm so sorry. It's also coming out so softly.	
3	Yeah, you're playing very your you're just singing the song really low.	
1	I'm so sorry. What song did you want Pony by Ginuwine? Oh my god. I'm an idiot. I'm so sorry. All right in the booth up there we would like. Hmm a song by the name of pony It's a small world go ahead and play that for us. Thank you. Wow. All right. Let's give it up. We're not have the interview portion of the So we're we are going to Welcome to the stage Michelle Kwan do hello.	
3	Hello everyone. Hello.	
1	Hi. Hi Carson. How are you doing? I'll Carson's out sick today. Actually, it's Vic. Hi. Nice to meet you shake my hand Michelle Michelle shake my hand. Okay. Wow tight tight grip Why Can't We Be Friends Carson's really not here Carson's really not here now you You can make it today. Don't leave just a planet, please. All right now Michelle, do you have a song that you're dying to hear on total request live?	
3	I do. I just wanted to promote my Charity My figure skating charity.	
1	It's okay. I'm hearing the aristocrats. Let's play it if everybody wants to be a captain because gets they all know where is everybody wants to be? Get and if you're not a cat you want to be a cat? No, I didn't want to hear that song. I I wanted to plug my Charity My figure skating charity. It's actually really exciting boring who needs more requests.	
3	Oh, yeah. I'll take one. Am I just done if I going off stage just stay for a second Michelle? Okay, you know, it's my girlfriend's birthday is coming up when we give her something she really loves. I'd like my neck my back. I forget by its food slab, you know goes my neck.	
1	Yes. I know. Okay. We're going to go ahead and play that for you in the booth. My neck my back bring more Disney songs, Back a new Fantastic burden of you. Big Michaelis.	
3	Oh, man. That was great.	
1	Veteran made myself laugh and what are we doing this for? If not bad, right?	
3	Oh my God Xander. Mmm, your hypothetical situation is you are 25 year olds parents and but but you're auditioning you want to be on the show teen dance and Vic myself and DJ Blue Dream are all casting director. For the show team dad make sense. Great. Alright, let's go ahead and let's go ahead and bring in the next one. Shall we?	
1	Well, if we're not going to get more pistachios now, I guess we might as well wait till he's done.	
3	They'll bring the pistachio.	
1	I'm just saying it was labeled pistachio box.	
3	Okay, they will guys they won't okay. Come on in. Hey. Hi guys. Hey, oh, hi. Are you I'm a 25 year old. I'm a 25 year old. Okay. Okay, you saw the title of the show right? Scott teen dad.	
1	Yeah. Oh, are you bringing your son or daughter here to audition tapes car? He's in the car.	
3	Oh, yeah, and he's a team. Yeah, who's your son is a teen? Yeah. Okay. Is he also a father now? I know. Okay, so you thought the show was about someone who's a father of a teen?	
1	Oh, yeah. Sorry. Yeah, I am. I not in the right place.	
3	Oh, so so you think that this show is about a father of a teenager. Mmm a teen dad. Yeah. I mean what I will say is if you come early because you are 25 and your son is at least 13. If you'd come here when he was just born I would be interested because you would have been a teenager. That's right worked out there. That's really what the show is. Yeah. That's really what the show yeah. Yeah. It's that's wrong.	
1	That's wrong. Yes, Father. 12 year old father of a chat minimum, maybe maybe even yeah, I'm sorry.	
3	I'm sorry. First of all first I was very capable. I was very careful and I gotta tell you guys first of all, first of all, I'd there was a guy bringing pistachios in here a minute ago when I was waiting outside and I told me you guys were busy and that he should come back later up the meeting you kidding me fucking kidding me.	
1	Are you fucking kidding?	
3	Okay, you you will pay for this sir. You will pay for this you guys should pay for this.	
1	Where's your baby?	
3	You guys are kidding right? It's got to be about a the dad of a team, right? Right. No, it's where we take a look deep inside the complicated and difficult challenging lives of young teen father's like your life. Ten years ago. Yeah between the age I was a 12 year old dad.	
1	I was a 12 year old that weight her pretty that makes you a preteen Dad.	
3	Yeah. Listen, I was 12 years old - well write that down Vic right free T9. That's actually a really It's coming. I don't order a pencil there was a bang goes. Was it coming? Like 50 minute? Where's that? Where's the pen again company? Wow, that's really funny that you bring up that because I saw a pen guy earlier so many pens and I was just like dude. They're they're in there interviewing potential fathers of teens for this show I sent away and I'll tell you when I was sent away got an argument. The pistachio guy came out and was like what's going on here and I say get the fuck out of here, dude, they're there in the middle of a meeting right now, so I sent both of them away. Damn it. Okay, we're down pens and pistachios, but try to remember preteen preteen dad. That's a good idea for a show 14.	
1	Dad waiting to have 13 dad.	
3	Listen. I'm good for TV. First of all, I'm good for TV Rio. Yeah. I'm really good for your so normal-looking your so now you're like the normal this guy I've ever really yeah, really? Yeah. You're I'm into some freaky stuff. Okay, are you yeah. Mmm. Yeah, I on the way here I was speeding And you're in a bus.	
1	Maybe were you driving a bus and you hit someone and continued driving?	
3	Oh good one big there's no that's a terrible. Really you think that's good know I was speeding and I was feeding my Toyotas my 2005 Toyota Sienna like a normal fucking car. Oh really? That's normal. Most people have Chrysler Town and Country. He's okay. Okay, pretty close. Well be all right. Wait a second guys. You know, he might have a point here. He might just be them most normal man in America. Oh my God. Okay. What if we just follow the life of the most normal man just a complete inside look into mediocrity. Hmm. That's an incredible idea.	
1	People will watch it and go. Well, at least my life's more exciting.	
3	I liked I actually I like the idea of me being on TV. I'll be honest with you, but I might It's not mediocre. Okay, it's not what do you do? What do I do? Well, I am a mid-range manager at a actually work for Staples corporate. I'm a mid range management Staples corporate and I handle the paper division. Perfect. I had a visit you think this is normal. Most people would kill for this job. Okay, I drive in I clock in at 9:00 a.m. I take I take a half an hour for lunch and then I leave at 5:00. Okay. I'm not like a shit.	
1	What are you say your favorite food on three one, two, three pizza or ice cream? That's great a shed.	
3	Of course. It is Italian and ice cream is a delicacy. Okay, that's you're not you tell me every single person likes pizza ice cream really want can I tell you can I tell you a third thing that I that I like? Yeah and the third food that I like, please three two, one hamburgers. How did you know that I was of course you would love to have a studio and production money coming that I ordered. That guy was supposed to be here like half an hour as soon as that's here. We'll have a studio in a way to shoot. Okay. Listen, perfect. I was a dad at 12. I was a dad at 12. Yeah, okay, so I've worked pretty hard to have a respectable life for myself. Okay, so maybe it is a little bit. Boring to you, you know, but I earned this and I wanted this and I worked hard to get to this place.	
1	He's a tattoo on his arm that says I'm fiscally conservative. I mean that's not a normal thing to do frost.	
3	Wait. I'm really sorry. I think I misunderstood the premise or slow. No, right? What was the premise one more time fore? I realize I was very high. And so the premise of it was you you were trying five-year-old trying to get on team down. Yeah, exactly good. Yeah. Okay got it, but it was great. That's exactly yeah the it was the perfect angle. I just wanted to double-check. So for this for this last one here, this one you guys are going to do together. Okay, and you guys are known as the two greatest MTV historians that we have and you are here giving a presentation about three very famous TV shows in MTV history Road Rules. Is date my mom it Headbangers ball and you're here to talk about the history of them and and and how you know, where they fit in the hole like, you know history of everything. Can we get in through one more time? Yeah Road Rules date my mom Headbangers ball. Okay, and we can also like I can help you if you forget. All right, cool.	
1	Awesome this week in history. See you then.	
3	Hello.	
1	Hello, welcome to see it is a program today.	
3	My name is Nelson Mill stem.	
1	Yes, invest. Mr. Millstone today. I am Greta want Rubber and you're coming to visit.	
3	Our special program today very special per every special every program. Every program is a special hmm did not but especially today but especially today today.	
1	We are taking a look at the history of three of MTV's greatest shows three of the a a more exclusive Mount Rushmore if the world I would say, so, okay, so we're going to start your true today this Road you're okay. You're okay. Thank you. Okay. Now I feel like you're teasing me. I'm sorry. I you're gonna Road Road Road Road Rage. It's a silent killer. So I think that we should just be paying close attention road rage is a silent killer one.	
3	Road rage is a bad killer to load rules little historian goof for you.	
1	So today we will first be great. Let's hop on the same page. Touch me get your hand off my hair.	
3	Credit you have very long hair. You've been whipping me with it.	
1	This entire segment will get it out of your mouth.	
3	You can whipping me with Peta Road Rules not road rage road rage is not a show Roadkill.	
1	Road Rules All right. Now we got number two better we have to do a little bit about it, but I don't want to Greta come out from your hair. No angel PBS broadcast tired. That's sleep in your abdomen.	
3	Don't go to sleep in here.	
1	Oh, I'm getting the bucket of water again. I'm getting the bucket of water again date my mom. number three	
3	You know Greta. I'd like to talk about the shows.	
1	Why because we're empty. Are are you an MTV historian? Yes.	
3	Am I have an empty destroys did we was this a big get for us the fact that you're going to get a live broadcast on PBS?	
1	What did you want to be when you grow up?	
3	MTV historian. I really I set a set a goal for myself and I hit it and I'm happy to be here and I've been working my whole life for this the working sixty three and a half long years for this.	
1	Okay? 63. How old are you?	
3	I'm 63.	
1	No way. I'm 17 17. You're real. You're not 17. Oh, yes. I am. Hmm. I don't stop touching my hair whipping me with it.	
3	Well, great. I guess I've never seen you face to face because your long hair hmm Crimson here.	
1	Thank you.	
3	I was describing it as a compliment.	
1	Yes. I'll go out with you forever. Hold my hand. Come on Greta Greta. Stop. Mmm.	
3	I know that it's different where you come from, maybe okay, but this I'm from Boston.	
1	Well, I mean where you were before you were in Boston? Stop by the sea.	
3	You you are Manchester by the Sea.	
1	Yeah. I mean I did States citizen.	
3	Okay, you know what? I'm I would love to get back to date my mom.	
1	It's all I want to do what? For you to date my mom kidding, you suck. Okay number three. Number three don't suck. I don't suck Greta now. You've peed me off a little bit. Okay, because I don't suck. You won't take me you won't take my mom. I'm married. Okay? Sure. I Married An Enemy to know you're 17. You couldn't be married says who United States government of you my parents permission. I can actually you're not married. You know what? Let's just let's get to the end number three, honestly. And here's the thing.	
3	The one thing I'll say credit just I know you a little bit and there's no way you remember number three boy number three boy.	
1	Oh boy. Okay number three is	
3	I see Terry put do not lift that cue card up Terry Terry Terry Terry trying to cast a spell on you.	
1	Harry Potter. Spell the name of the third one. It is Headbangers ball. Oops, so Headbangers ball headlines.	
3	Listen really hard this time.	
1	And then I guess I must have still missed something because it seemed like there was a sub-game going on there.	
3	Let's see here.	
1	Yeah, that's what it said in there. Yeah. I don't know.	
3	No, that was great. That was so funny. That's great guys. Thank you very much. So let's go ahead and take a little for listeners at home. Let's go ahead and take a little Blaze break. We'll be we'll be right back pocket up. Hey Stoners, for more information about past shows that we've done future shows. We're going to do check out I'm to effing Hind.com.	
1	Welcome back.	
3	Welcome back. Let's let's check in with DJ Blue Dream for DJ blue dreams Good Vibes, man a good vibe.	
1	Not bad vibes Vibes.	
3	Get out of here. DJ blue dreams. Goodbye, perhaps minute. Yes. I always have something that gives you some good vibes. Sometimes they're like videos or Clips or something sometimes or just nerdy things that I found out people might know this already because it's obviously been around a while. But this is a little factoid that if you search for any article on Wikipedia and you keep clicking the first link in it the first link outside of a parentheses, so not like if the scientific word something to have that but you keep going the first link you have a D7 and 98% chance like almost every page leads to philosophy eventually because philosophy is like the mother of all Sciences or thought. Oh, whatever ouch so let's try it out. Someone throw me a topic. I'll Google it will look it up look up its Wikipedia page and then we'll try it out. I mean, let's just so any topic any topic and be like a character from a video anything any any Wikipedia page has a 98% chance if you keep clicking the first link on it of let's start with Let's just start with cannabis. Right cannabis searching for can of cannabis is Wikipedia page so we could cannabis right now. Okay, there's one outside of the parentheses is genus. Click that that leads to taxonomic right here, right that leads to us. Add the parentheses. Where what's the first link here at this? Or is it no this is still an applied its methods of science science science science, which leads to Latin which here we go classical language. It's least the language which leads to communication. We're getting close which leads to meetings. It's the semiotic which leads to sign process.	
1	We're getting further away.	
3	Hey, buddy. That's crazy. Here we go. Some of them are quicker somewhere less. But yeah, well Nana's you guys throw out a thing.	
1	That's Del P. What Zach dolphy the CH E LP LP E. I think what's this exact BB. He was a player for the Vancouver Canucks when he was so bad. He played one game and then was kicked out kicked off the guys. Well, I don't know if he's kicked out, but he doesn't play for the connection. Oh, wow. Okay, right so here is act.	
3	Now, please that's very funny Canadian professional centers centers the words under an ice hockey which leads ice hockey which leads to contact for contact team sport which reads the sports which leads to competitive. It's going to be closed which leads to this is a zero-sum game. Zero Sum game which leads to Game Theory which is the mathematical models, which is the system which leads to the first one is all the way down here Greek right Latin. Is there Latin Soul? Yeah right here. Oh, yes button, which leads to classical Tango? So we're back on the same path, which may be crazy. It's the Nana is bananas into meaning to semiotic stood the same thing same process to what the fuck was that action science. Oh activity. Yes to philosophy. That's not that crazy Xander. You got a word or a thing. I want you to do a sephiroth. Seth sephiroth, it's the it's a famous Final Fantasy. Billy said a video game character anything. I'm an illegitimate any page at all s EPA great iro separate. Yes, I found her. So here's a page for it. It's also I think it's just like it's fun to find that one of the two percent of pages that don't lead to it. You know what I mean here sephiroth leads to fictional character. Leads the person leads to reason God this one got hurt the quality, which is the philosophy. Wow. That was good. We got there we got there. That's pretty cool. Great. So if you're high, that's crazy. Go go go go. Try it. That's it. Yeah. Yeah do it for hours. I truly could that was fascinating and honestly, if it weren't true we could just edit it and make it is very true. Oh, yeah. How do they know we didn't already?	
1	Oh, baby think about what a long thankless project go through all of them every word every person that's good so much. It's interesting.	
3	Cuz it just like what that says about how knowledge is organized, I guess right like everything. Yeah, everything's rigged out eventually. Yeah Good Vibes cool. Very good vibes. Yeah, let's um, let's jump to the This this last segment here. Shall we this is called dude. What the fuck? Was that?	
1	What the fuck is up Kyle?	
3	And so how this works is you guys are going to be like together and alone and sort of like a think about like being paranoid if that makes sense. And anytime you hear DJ Blue Dream will play some sort of a sound effect. Somebody is going to say dude. What the fuck is that? And then the other person person has to try to justify it to make it make sense. Does that make sense? So like we're going to go back and forth. Yeah.	
1	Sorry. What is just the first part of this again? What are we justifying?	
3	You're going to be justifying the noise that he plays got you. So you guys are smoking weeds. Okay. All right. You guys are just hanging out smoking weeds and you're feeling a little paranoid. All right, and so any time he plays a sound effect. Somebody's going to say dude. What the fuck is that? And the other person has to try to calm them down a justify. Why that's an OK noise. Great make sense. Yes. Okay guys, right. This is dude. What the fuck was that?	
1	We had too much spaghetti. Listen get this plate away from me.	
3	Hey, I mean when you got a plate of spaghetti in front of you it was a big order and we had to we had to go out we weren't going to just throw out baby.	
1	Ain't that the truth? Oh my gosh.	
3	Well, you want to wash it down with some of this liquid mozzarella cheese kill me.	
1	If I say no to that. I will I will What the fuck was that?	
3	I'm sorry. I'm a copying Italian restaurant menus in the other room because I know if we lose one we have to be able to there's an earthquake or a hurricane or yeah mudslide mudslide fire. Ironically. A lot of these restaurants have really good mudslides.	
1	Oh baby a little bit of chocolate well, but ice cream a little bit of odd.	
3	Vic what the fuck was that?	
1	I'm so sorry. I just fell down a flight of stairs. That's what that was.	
3	Did you hear the thunder are the fun at the end but it's you know, it sounded like a drum.	
1	You know, how many steps did you fall down Incredibles how the flash moves really fast? No, I fell down the stairs as fast as you. Can you just tell me the flash was in the incredible. Yeah, but you couldn't see him because he was running so fast.	
3	Listen, we let's not let's not take her eyes off the prize, right?	
1	This is Italian basement Italian restaurant. Let's go party. What the what the fuck was that?	
3	It's actually my ringtone. It's Sbarro.	
1	It's a bar pizza party pizza way. Hello. Hello. Hello, so borrow borrow.	
3	Yes. Hi you called. Yeah. Just putting approaching a promotional list of call. I'm so surprised you have my number saved. Thank you.	
1	Yeah, of course. We love you. We love you. What the fuck was that?	
3	Oh my god.	
1	Oh, I'm sorry, you know how people on the beach sometimes they'll bring a metal detector to find coins and stuff like that. Yes. Well, I'm convinced that the people that put the foundation down on the house had some loose Pockets. So I'm trying to see if they have any change in the foundation you're convinced the people who are laying the foundation had some loose Pockets while laying the foundation so you was changing her back you believe that they cut corners and the course work out.	
3	That they got way that they didn't clean the change out from the forms.	
1	It was that holds.	
3	Oh, okay premium Foundation terrible uniforms. I don't need to get into this a whole thing again.	
1	Anyways, what the fuck was that? What the fuck was that? Come on? What?	
3	The fuck was that you see the amount of pasta.	
1	We just ate did you see the amount of pasta? I mean, I can't believe you believable. You promised that we were in the basement. This would never happen.	
3	Listen, we brought we brought that cauldron of spaghetti down here and I ate it and listen. I'm I'm not sorry frankly because you should be farting to you should be ripping it to okay, you know, I got my asshole so no, but I was 16.	
1	The fart you can see zhun believable. Isn't this is a hate crime? You're a bad guy. Okay, that was elected of surgery that you yeah, that was an elective surgery.	
3	Well, I'm just saying why are you so afraid that's like if you know, that's like if I got a nose job and then like people complained about something if you found it partner, excuse me person. That was just ripped me a new one dad.	
1	My fuck was that yeah. We're working down here. Can you keep the door closed, please? Thank you. I thought your Cowboys Dad wasn't home. He's a cow man. Thank you. And he's had some work to do. He said he wouldn't bother us. He's not he's a cowboy. He's a Cowboy is unbelievable. He's got a real job. What are you serious? Right now? He doesn't have a real job. We're crashing is class basement right now. So if I were you, I'd zip your lip. We were right everybody.	
3	Everybody knows that you're about to lose this place what everybody knows you're about to lose this place. Cowboy hats that because your cowboy ask that everybody everybody at the mall. Should I hang up please? Dude? What the fuck man? That was really fun. That was great. You guys, how how are you feeling much better much better.	
1	Yeah, the towel is off. Yeah, just kind of like I'm sitting under the Sun but it's not that cold outside short sleeve t-shirt like that.	
